id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
1420231,INSTITUTO NOSSA SENHORA DO BOM CONSELHO,INSTITUTONSBOMCONSELHO@GMAIL.COM,"AVENIDA NILDO RIBEIRO DA ROCHA,ARQUITETO",44 99277374,Associação Privada,Ativas
1420294,PITANGA VOLKS CLUB E ANTIGOS,SERGINHOCORREIOS@HOTMAIL.COM,ESTRADA RIO DO MEIO DE CIMA,42 99463223,Associação Privada,Ativas
1420244,ASSOCIACAO COMUNITARIA DO DISTRITO DE SAO SILVESTRE,FEMOCLAM@HOTMAIL.COM,ESTRADA ESTRADA DO PALMITAL,41 32245000,Associação Privada,Ativas
1420349,IGREJA BATISTA BETHESDA,JOANISFILSRELIS509@GMAIL.COM,RUA DAS ANDORINHAS,41 97246243,Organização Religiosa,Ativas
1420455,COMUNIDADE EVANGELICA VISAO MISSIONARIA,CEVISAOMISSIONARIA@GMAIL.COM,"RUA OLINTO MARIANI,PIONEIRO",44 98985531,Organização Religiosa,Ativas
1420444,MINISTERIO EVANGELICO PENIEL - MEP CHURCH PARANAGUA,FABI.AMAJESUS@HOTMAIL.COM,RUA DOMINGOS PENEDA,41 84115492,Organização Religiosa,Ativas
1420393,ASSOCIACAO PRO-CONSTRUCAO DO EDIFICIO PLATINUM 396,CEMELFOZ@OUTLOOK.COM,RUA BELARMINO DE MENDONCA,45 30270383,Associação Privada,Ativas
1420503,CONGA DA TIA MARIA MINEIRA,CAMARGO-14@HOTMAIL.COM,RUA IGUAPE,43 98253766,Organização Religiosa,Ativas
1420570,ASSOCIACAO DOS PROMITENTES COMPRADORES DAS UNIDADES DO EDIFICIO IBIZA,MSIEIRO.ADV@GMAIL.COM,RUA JACAREZINHO,41 99951377,Associação Privada,Ativas
1420848,FLAPINHAO - ASSOCIACAO RECREATIVA E ESPORTIVA DOS TORCEDORES DO FLAMENGO DO MUNICIPIO DE PINHAO - PR,SARIONMOTO911@YAHOO.COM.BR,RUA SERAFIN RIBAS SOBRINHO,42 99695092,Associação Privada,Ativas
1420651,MISSOES EVANGELISTICAS VINDE AMADOS MEUS - MEVAM CARAMBEI,EVANDROCAETANOO@GMAIL.COM,AVENIDA DAS FLORES,42 99701865,Organização Religiosa,Ativas
1420882,ASSOCIACAO IFAB - REALIZANDO SONHOS,ILANKRIGER@GMAIL.COM,"AVENIDA DO BATEL, CONJ  106                 ANDAR 01                  COND  BOSQUE DO BATEL CD C",41 99741811,Associação Privada,Ativas
1420925,IGREJA DEUS E A GLORIA,CONTABILIDADE@ELEVENCONTABILIDADE.COM.BR,RUA MADRE TEREZA DE CALCUTA,41 95921819,Organização Religiosa,Ativas
1420924,ASSOCIACAO AMIGOS DO KART DE MARINGA,KARTMARINGA@GMAIL.COM,"AVENIDA NILDO RIBEIRO DA ROCHA,ARQUITETO",44 99287187,Associação Privada,Ativas
1420932,ASSOCIACAO SOCIOCULTURAL PARA TRANSFORMACAO ATRAVES DOS PASSINHOS E RITMOS- APASS,FIEB.ADM2021@GMAIL.COM,"RUA PETIT CARNEIRO, LOJA  01                  ANDAR TR                  COND  NAO INFORMADO       BLOCO CASAGRANDE",41 99520197,Associação Privada,Ativas
1420937,AD BELEM ARAUCARIA,CONTABILIDADE@ELEVENCONTABILIDADE.COM.BR,RUA SILVIO CANTELE,41 91487930,Organização Religiosa,Ativas
1420998,CASA DE ACOLHIMENTO PARA DEPENDENTES QUIMICOS E MULHERES VITIMAS DE VIOLENCIA DOMESTICA E SEXUAL VIDA NOVA,ONGVIDANOVA2023@GMAL.COM,RUA DAS PALMEIRAS,13 99676601,Associação Privada,Ativas
1421010,ROTARY CLUB SATELITE DE FRANCISCO BELTRAO INDUSTRIAL ENEAS MARQUES,ROTARYCLUBSATELITEENEASMARQUES@OUTLOOK.COM,RUA ERICO VERISSIMO,46 99127576,Associação Privada,Ativas
1420997,ASSOCIACAO DE PAIS E AMIGOS DO AUTISTA - AMETISTA,ASSOCIACAOAMETISTAGC@GMAIL.COM,RUA ANTONIO DIDONE,42 88075888,Associação Privada,Ativas
1421050,"ASSOCIACAO DOS MORADORES DOS BAIRROS SANTA ANGELA,SAO LUCAS E KELLY CRISTINA",KAROL.EDILSON@GMAIL.COM,RUA ERNESTO PEDRO CROZETA,41 97313941,Associação Privada,Ativas
1421153,ASSOCIACAO TENIS PARA O FUTURO,CONTATO@CONTATO.COM.BR,"AVENIDA SILVA JARDIM, APT   404                 ANDAR 04                  COND  SIENA TOWER ED",41 30303030,Associação Privada,Ativas
1421183,ASSOCIACAO CULTURAL GUARANI TEKOA MIRIM DE SAPOPEMA,ADSIMAR@HOTMAIL.COM,SITIO GAMBARY,43 35481340,Associação Privada,Ativas
1421223,ASSOCIACAO DE VOLUNTARIAS ABRACE,POLLICONTADORES@POLLICONTADORES.COM.BR,RUA OLAVO BILAC,46 91027014,Associação Privada,Ativas
1421224,IGREJA EVANGELICA COMUNIDADE ESPADA DA JUSTICA DE ITAMBARACA - ESTADO DO PARANA,ESCRITCARVALHO1589@GMAIL.COM,RUA ANTONIO GIOVANINI,43 35431589,Organização Religiosa,Ativas
1421346,COMUNIDADE PENTECOSTAL PARTICIPANTES DE CRISTO,FOTONEVES2009@GMAIL.COM,RUA OCEANO PACIFICO,43 96340451,Organização Religiosa,Ativas
1421239,ASSOCIACAO DE PILOTOS E PROPRIETARIOS DE AERONAVES DE ENTRE RIOS,MILLAWALTER@GMAIL.COM,AVENIDA MICHAEL MOOR,42 84038225,Associação Privada,Ativas
1421417,INSTITUTO YGLOTA - POLIGLOTISMO E INTEGRACAO,OTTOMENDONCA@YAHOO.COM,"RUA BELARMINO DE MENDONCA, APT   305",45 88234418,Associação Privada,Ativas
1421481,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO POR DO SOL - PRIMEIRO DE MAIO,ADMINISTRATIVO@CONPLANCONTABIL.COM.BR,RUA CAETANO CHICARELLI,43 33440677,Associação Privada,Ativas
1421508,"ASSOCIACAO SOCIOAMBIENTAL DE DEFESA, PROTECAO E AMIGOS DA ILHA DAS PECAS.",CONTABILIDADE@GRECAASFALTOS.COM.BR,ILHA DAS PECAS,41 21068600,Associação Privada,Ativas
1421608,ASSOCIACAO RECREATIVA SANTA ALICE DO PARANA,ASSOCIACAORECREATIVASANTAALICE@GMAIL.COM,"AVENIDA PARANA, LOJA  02                  ANDAR TR                  COND  AVENIDA PARANA OFFIC",41 85067563,Associação Privada,Ativas
1421619,FLOODS OF TROUBLE MOTO CLUBE,JULIOCEZARGRIBOGE@GMAIL.COM,RUA JOSE IVAHI CAMARGO,41 99509016,Associação Privada,Ativas
1421803,ASSOCIACAO TERRA-RIQUENSE DE FUTEBOL SUICO RAIZ - TERRA RICA - PR - ATFSR,ESCRITORIOCONTABILNOROESTE@OUTLOOK.COM,RUA MATO GROSSO,44 88393999,Associação Privada,Ativas
1421735,ASSOCIACAO DE MORADORES DO RECANTO VALE VERDE,DNCONTABILIDADE@OUTLOOK.COM,"GLEBA JACUTINGA, LOTE  157-A 157-B E 157-C",43 31549513,Associação Privada,Ativas
1421925,INSTITUTO GLACIA DA SILVA - CORRENTE DO BEM,CONTASUL@HOTMAIL.COM.BR,RUA IVO LEAO,41 21050928,Associação Privada,Ativas
1422076,CLUBE DE LACO RANCHO NOGARA,IVANCONTABILIDADE@OUTLOOK.COM,"ESTRADA ESTRADA PR 218, KM 05",44 99177030,Associação Privada,Ativas
1421939,IGREJA EVANGELICA PENTECOSTAL MISSAO DE FE,PELLIZERAPARECIDA@GMAIL.COM,"RUA NOSSA SENHORA APARECIDA, FUNDOSFUNDOS",44 97604477,Organização Religiosa,Ativas
1422142,ASSOCIACAO DE MORADORES DA COMUNIDADE DE PALMEIRINHA,HEVETONLUIZTRZASKACZ1@GMAIL.COM,"COMUNIDADE PALMEIRINHA, PAVLH CAPELA SAO JOAO MARI",42 88281802,Associação Privada,Ativas
1422176,INSTITUTO DE FORMACAO CIDADA ARTE SAUDE CIENCIAS ECONOMIA NATUREZA E ESPORTE,CONTASUL@HOTMAIL.COM.BR,RUA 06 DE NOVEMBRO,41 21050928,Associação Privada,Ativas
1422183,IGREJA EVANGELICA DO REINO DE DEUS,DORIONPORTES@GMAIL.COM,RUA ITAQUERA,41 96318598,Organização Religiosa,Ativas
1422191,"CENTRO ESPIRITA BENEFICENTE UNIAO DO VEGETAL, NUCLEO MANTO DE LUZ",PRES.MANTODELUZ@UDV.ORG.BR,"FAZENDA LINHA DO MARRECO,  FAZENDA BRITANIA",61 91582826,Organização Religiosa,Ativas
1422235,COMUNIDADE FAMILIA DO REINO,KLEBERPRIMO@YAHOO.COM,"RUA 24 DE MAIO, CONJ  1105                ANDAR 11                  COND  BUSINESS OFFICES ED",41 98890968,Organização Religiosa,Ativas
1422417,IGREJA EVANGELICA TEMPLO DE ORACAO RENASCER COM CRISTO,OLIVEIRACARRIELCARLOS@GMAIL.COM,RUA ALCIDES FERREIRA DE ANDRADE,44 84357316,Organização Religiosa,Ativas
1422251,ASSOCIACAO BRASILEIRA DE PROFISSIONAIS DE ACESO POR CORDA E RESGATE - ABRAC,CONTATO@JWSOLUCOESCONTABEIS.COM.BR,"RUA AUGUSTO ZIBARTH, LOJA  01                  ANDAR TR                  COND  NAO INFORMADO       BLOCO BELFORTE COML",41 98306332,Associação Privada,Ativas
1422290,IGREJA ALICERCADOS NA ROCHA,INV.ERICLUCAS@HOTMAIL.COM,"RUA FRANCISCO SBRISSIA, QUADRA24                  LOTE  30",41 98483360,Organização Religiosa,Ativas
1422425,"ASSOCIACAO SARANDIENSE DE LESBICAS, GAYS, BISSEXUAIS, TRANSEXUAIS, TRANSGENEROS, QUEER, INTERSEXOS, ASSEXUAIS E+.",ESCRITORIOARAUCARIA.CONTABILIDADE@OUTLOOK.COM,RUA VAZ CAMINHA,44 30351530,Associação Privada,Ativas
1422522,ASSOCIACAO DOS AUDITORES FISCAIS TRIBUTARIOS DE TOLEDO,ROCHACONTHABIL@ROCHACONTHABIL.COM.BR,"RUA RAIMUNDO LEONARDI, SALA  02",45 30545814,Associação Privada,Ativas
1422511,ASSOCIACAO DO CAMINHO DE SANTIAGO DE DOIS VIZINHOS,LEGALIZACAO1@GERENCIALCONTABIL.COM.BR,AVENIDA PREF. DEDI BARRICHELO MONTAGNER,46 35364269,Associação Privada,Ativas
1422540,ASSOCIACAO PRIMAVERA DA PSICULTURA E HORTIFRUTICULTURA DE RIBEIRAO DO PINHAL,AG.TIMOTEO@HOTMAIL.COM,"RUA PROFESSORA LEA BRANDAO DOS SANTOS, CASA  EST PROL JD PRIMAVER",43 98007998,Associação Privada,Ativas
1422558,ASSOCIACAO BRASILEIRA DE AGRICULTURA CELULAR,CONTATO@CONTATO.COM.BR,"RUA PEDRO FABRI, CASA  VII                 COND  PEDRO ALVES CABRAL C",41 30390051,Associação Privada,Ativas
1422555,IGREJA EVANGELICA ASSEMBLEIA DE DEUS JARDIM ALEGRE - PR - MINISTERIO LUGAR DA ALEGRIA,IEADJALUGARDAALEGRIA@GMAIL.COM,RUA SANTA RITA,43 96239868,Organização Religiosa,Ativas
1422561,EXEMPLO N 3379,ARLS.EXEMPLO3379@GMAIL.COM,"AVENIDA AYRTON SENNA DA SILVA, SALA  501",43 99839113,Associação Privada,Ativas
1422565,ASSOCIACAO DOS COLABORADORES DA PARANAPANEMA SERRANA - ACOPS,ASSOCIACAO.ACOPS@GMAIL.COM,RUA MINAS GERAIS,43 91752202,Associação Privada,Ativas
1422674,COMUNIDADE CRISTA ETERNA GRACA,CONTABILIDADE.INCENTIVA@GMAIL.COM,RODOVIA ENG DARCI GOMES DE MORAES,27 96433108,Organização Religiosa,Ativas
1422613,INSTITUTO ESPIRITUAL JAGUAR MEDICINAS,KAROLGUBERT@GMAIL.COM,"RUA JOSE REBELATO, APT   11C                 ANDAR 01                  COND  NAO INFORMADO       BLOCO ISABELA BL C",41 97065062,Organização Religiosa,Ativas
1422735,ASSOCIACAO RECREATIVA E CULTURAL PINHEIROS FUTEBOL SETE,HIAGO_ALEXANDRE@OUTLOOK.COM,RUA PATRICIO BAGOLIN,41 88003292,Associação Privada,Ativas
1422675,TERREIRO DE CANDOMBLE ILE ASE ODE ERINLE,EDERTONGUSTAVO@HOTMAIL.COM,RUA RONDONIA,44 88400355,Organização Religiosa,Ativas
1422708,PROJETO EDIFICANDO VIDAS,FIEB.ADM2021@GMAIL.COM,RUA LAERTES LUIZ FOGGIATO,41 95201971,Associação Privada,Ativas
1422747,ASSOCIACAO BRASILEIRA DE FABRICANTES DE ADJUVANTES AGRICOLAS (APLICA),CONTATO@APLICABR.COM.BR,RUA NESTOR LIBONI,11 38152153,Associação Privada,Ativas
1422764,ASSOCIACAO BLOCO D-34,VITOROTTOBONIPAVAN@GMAIL.COM,AVENIDA XV DE NOVEMBRO,44 99708000,Associação Privada,Ativas
1422835,ASSOCIACAO DE PAIS DA GINASTICA DE PATO BRANCO AGIPB,AGIPB.PATOBRANCO@GMAIL.COM,RUA PEDRO JOSE DA SILVA,46 99586161,Associação Privada,Ativas
1422868,IGREJA EVANGELICA PLENITUDE EBENEZER,FIEB.ADM2021@GMAIL.COM,RUA NELSON ARGENTA,41 95201971,Organização Religiosa,Ativas
1422884,CLUBE DO LACO TRES IRMAOS,BBIGOTO@HOTMAIL.COM,"ESTRADA ESTRADA BARBALHO, KM 01, LOTE  CHACARA 3 IRMAOS",44 99653554,Associação Privada,Ativas
1422910,ASSOCIACAO DOS PRODUTORES AGRICOLAS DE PLANALTINA DO PARANA - PR,CONTABIL_CONFIANCA@HOTMAIL.COM,AVENIDA PRINCIPAL,44 34351727,Associação Privada,Ativas
1422920,TERREIRO DE UMBANDA DESPERTAR DAS ALMAS,DESPERTARDASALMAS@GMAIL.COM,RUA NOVA TIROL,41 98734981,Organização Religiosa,Ativas
1422909,CENTRO DE UMBANDA CASA DO PAI ANTONIO,PAULOROMANELLI@YAHOO.COM.BR,"RUA SANTA CATARINA, SALA  204",43 96861392,Organização Religiosa,Ativas
1422985,IGREJA MINISTERIO RESPOSTA SABAUDIA,JOSEPAULOLEITZ@SERCOMTEL.COM.BR,RUA RUA PRESIDENTE CAMPOS SALES,43 99598907,Organização Religiosa,Ativas
1423000,INSTITUICAO ESPIRITA DE PAICANDU UNIAO ESPIRITA ALLAN KARDEC,SECRETARIA6@ESCGOMES.COM.BR,RUA MARILIA,44 32203300,Organização Religiosa,Ativas
1423015,DIRETORIO CENTRAL DOS ESTUDANTES DA PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA - IRMAO CLEMENTE IVO JULIATTO,DIRETORIOCEPUCPR@GMAIL.COM,RUA IMACULADA CONCEICAO,41 99531475,Associação Privada,Ativas
1423021,IGREJA CRISTA APRISCO,ROGERIOCMV@YAHOO.COM.BR,AVENIDA PARANAVAI,41 97232592,Organização Religiosa,Ativas
1423047,ASSOCIACAO DE MORADORES QUINTAS DO MARUMBI,LUIZ@ADVOCACIATRABALHISTA.COM.BR,ESTRADA AMERICA DE CIMA,41 88115815,Associação Privada,Ativas
1423108,ASSOCIACAO DOS MORADORES DO RESIDENCIAL SOLO SAGRADO DE APUCARANA,MARCOSDIASADV@GMAIL.COM,RUA TEREZA SANTOS,43 99363413,Associação Privada,Ativas
1423124,CLUBE DO LACO RANCHO COYOTE,JOAOVINICIUSGTA@GMAIL.COM,AVENIDA DAS AMERICAS,44 91339438,Associação Privada,Ativas
1423129,CFM PUCPR T88,JOAOSANTINI04@GMAIL.COM,"AVENIDA REPUBLICA ARGENTINA, APT   804                 ANDAR 08                  COND  NAO INFORMADO       BLOCO CIDADE CANCAO",41 88351230,Associação Privada,Ativas
1384969,ASSOCIACAO GALILEU,G-MACIEL@GMAIL.COM,RUA HERMENEGILDO BONAT,41 98545266,Associação Privada,Ativas
1423167,ASSOCIACAO DOS PESCADORES ARTESANAIS DE CAIEIRAS (APAC),ANTONIOZECAPESCA@GMAIL.COM,RUA RUA SATURNINO DAS NEVES,41 98812852,Associação Privada,Ativas
1423242,INSTITUTO ACOLHA BICHO,ACOLHABICHO@GMAIL.COM,"RUA JOSE ANTONIO LEPREVOST, CASA  62                  COND  JARDIM VERGINIA VIII",41 92340606,Associação Privada,Ativas
1423288,MINISTERIO PORTADORES DA LUZ,PR.MARCELOWERLE@HOTMAIL.COM,"AVENIDA GIL DE ABREU SOUZA, CASA  701",43 91199595,Organização Religiosa,Ativas
1423292,DIRETORIO ACADEMICO DE TSI E COMPUTACAO DA UTFPR - CAMPUS TOLEDO,DATCOM.UTFPRTD@GMAIL.COM,RUA CRISTO REI,45 98457822,Associação Privada,Ativas
1423480,IGREJA EVANGELHO DO REINO,IGREJA@GMAIL.COM,RUA SANTO NAVASCONI,44 99102629,Associação Privada,Ativas
1423523,ASSOCIACAO SAO MIGUEL,MCQICONTABIL@GMAIL.COM,COMUNIDADE LINHA ALTO ALEGRE,46 99073268,Associação Privada,Ativas
1423607,ASSOCIACAO DOS AGRICULTORES FAMILIARES DE ANTONINA (AAFA),AAFA.ASSOCIACAO@GMAIL.COM,ESTRADA ESTRADA PARA A FAISQUEIRA,41 99850987,Associação Privada,Ativas
1423754,ASSOCIACAO DE PRODUTORES AMIGOS DA TERRA (APAT),ADEMIRFARTO717@GMAIL.COM,"SITIO SANTO ANTONIO, PONTAL DO TIGRE - GRUPO CAPANEMA",44 97679778,Associação Privada,Ativas
1423690,ASSOCIACAO BRASILEIRA DE CULTURA WEB3,MALDONADO.DIEGO@OUTLOOK.COM,RUA PRESIDENTE CARLOS CAVALCANTI,41 98136312,Associação Privada,Ativas
1423803,INSTITUTO LIRIOS DE SAO JOSE,ARIANE.MERCURIO@GMAIL.COM,RUA PERNAMBUCO,43 96008850,Associação Privada,Ativas
1423822,IGREJA EVANGELICA ASSEMBLEIA DE DEUS - MINISTERIO DE MADUREIRA EM SANTO ANTONIO DO PARAISO - PR,FALECOM@SECUNDO.ADV.BR,RUA OSVALDO ALCANTARA FERREIRA,43 98334744,Organização Religiosa,Ativas
1423910,CENTRO ESPIRITA MARIA DE NAZARE,LUIZ@GRUPOELUX.COM.BR,"RUA GERTRUDE HECK FRITZEN,PIONEIRA, ANEXO SALA 01",44 98301415,Organização Religiosa,Ativas
1423860,ASSOCIACAO DA AGUA DA COMUNIDADE DE NOVA SANTANA,GELSONOLIVEIRA427@GMAIL.COM,COMUNIDADE LINHA NOVA SANTANA,46 99182839,Associação Privada,Ativas
1424062,ASSOCIACAO MARINGA BASQUETE MASTER,VSLUIZCARLOS@GMAIL.COM,"AVENIDA ITORORO, SALA  01                  QUADRA052                 LOTE  012",44 99722565,Associação Privada,Ativas
1424064,ASSOCIACAO VIRA LATA VIRA AMOR,ATALAIA_CONT@YAHOO.COM.BR,RUA MARECHAL FLORIANO PEIXOTO,42 35421281,Associação Privada,Ativas
1424113,ASSOCIACAO AMETRA - CUIDAR DE QUEM CUIDA,AMETRACUIDARDEQUEMCUIDA@HOTMAIL.COM,RUA JOAQUIM MURTINHO,44 91236001,Associação Privada,Ativas
1424110,ORGANIZACAO NAO GOVERNAMENTAL DE AJUDA A ANIMAIS DESABRIGADOS DE JAGUARIAIVA - UNIAO ANIMAL,JFRISANCOCONTABILIDADE@HOTMAIL.COM,RUA ROMA,43 98287996,Associação Privada,Ativas
1424251,ASSOCIACAO DA BACIA LEITEIRA DO CHARQUEADO,CONTVIR_MANO@HOTMAIL.COM,ACAMPAMENTO 1º DE MAIO,42 98160217,Associação Privada,Ativas
1424181,"CENTRO ESPIRITA BENEFICENTE UNIAO DO VEGETAL, NUCLEO ESTRELA DE MARIA",PRES.ESTRELADEMARIA@UDV.ORG.BR,RUA GUILHERME MORENO,61 91582826,Organização Religiosa,Ativas
1424456,IGREJA VIVENDO O REINO,CONTATO@MDOCONTROLADORIA.COM.BR,RUA JOAO BATISTA FRIGOLA,00 10000000,Organização Religiosa,Ativas
1424778,RECANTO FLOR DA MATA,DNCONTABILIDADE@OUTLOOK.COM,"ESTRADA ESPIGAO SAUDE-BOM SUCESSO, LOTE  167/B2              CONJ  GLEBA JACUTINGA",43 31549513,Associação Privada,Ativas
1424721,ASSOCIACAO DE JOGADORES MASTER DO NACIONAL DE ROLANDIA,CONTATO@IRGESTAOEMVAREJO.COM.BR,RUA JOSE BONIFACIO,43 32565139,Associação Privada,Ativas
1424623,MINISTERIO QUERO VIVER PORTO MEIRA,QVPORTOMEIRA@GMAIL.COM,RUA TURQUESA,45 99990169,Organização Religiosa,Ativas
1424542,ASSOCIACAO AMEIXEIRAS FUTEBOL CLUBE,AAFC@GMAIL.COM,ESTRADA COXILHAO DAS AMEIXEIRAS,42 99095703,Associação Privada,Ativas
1424789,ASSOCIACAO VIDAS EM CAMPO DINAMO KICKERS,TTN.ARAUJO@GMAIL.COM,RUA ANGELO MAZZAROTTO,41 98676435,Associação Privada,Ativas
1424823,ASSOCIACAO CAMPUS SOCIAL,FINANCEIRO@CCCBRASIL.COM,AVENIDA DA INTEGRACAO,41 32032000,Associação Privada,Ativas
1425208,ATI - ASSOCIACAO DE TRANSPORTADORES IGUARACU,ASSOCIACAOIGUARACU@GMAIL.COM,"AVENIDA DOS IPES, BLOCO C - PISO SUPERIOR",44 98692220,Associação Privada,Ativas
1424873,IGREJA EVANGELICA CONGREGACIONAL EM ALEMOA,IECALEMOA@GMAIL.COM,RUA JOAO ALVES DE OLIVEIRA,43 99326872,Organização Religiosa,Ativas
1424854,ASSOCIACAO DE AGRICULTORES LINHA DOS POLACOS DA LINHA NOVA VITORIA,CONCEITOCONTABILIDADE02@HOTMAIL.COM,SITIO LINHA NOVA VITORIA,46 99774657,Associação Privada,Ativas
1425124,ASSOCIACAO DO MICRO ABASTECIMENTO DE AGUA DA MANGUEIRINHA,AGUANOVAESPERANCA2023@GMAIL.COM,VILA LOCALIDADE DA MANGUEIRINHA,42 34601687,Associação Privada,Ativas
1425084,ASSOCIACAO DE CATADORES SP ESMERALDA - ACSPE,ASSOCIACAOACSPE@GMAIL.COM,RUA OPALA,45 98282593,Associação Privada,Ativas
1425340,ASSOCIACAO DE MULHERES ORIGINARIAS DA TERRA INDIGENA APUCARANINHA - AMOTIA,AMOTIAORIGINARIAS@GMAIL.COM,COMUNIDADE TERRA INDIGENA APUCARANINHA,43 98301258,Associação Privada,Ativas
1425375,ASSOCIACAO AMOR RARO,KA_BSS@HOTMAIL.COM,RUA ENOEMIA CARVALHO SCHMITT,46 99337824,Associação Privada,Ativas
1425422,COMUNIDADE VISA REFUGIO,MANTECIMANUTENCOES@HOTMAIL.COM,AVENIDA PRESIDENTE GETULIO VARGAS,41 96388741,Organização Religiosa,Ativas
1425451,CENTRO DE TRADICOES GAUCHAS RINCAO NOVO,XXXXX@GMAIL.COM,RUA RODOLFO CASSOU,42 90000000,Associação Privada,Ativas
1425622,IGREJA PENTECOSTAL OS DOZE DISCIPULOS MINISTERIO EVANGELIZAR,CONTATO@CONTASANTOS.COM.BR,RUA MIGUEL ROSSETIM,41 98814164,Organização Religiosa,Ativas
1425487,ASSOCIACAO DOS AMIGOS DO HOSPITAL REGIONAL DO LITORAL,AAHRLCONTATO@GMAIL.COM,RUA JUSCELINO KUBITSCHEK,41 98151900,Associação Privada,Ativas
1425512,"ASSOCIACAO ESPORTIVA, RECREATIVA E CULTURAL TREM FANTASMA",TREMFANTASMA09@GMAIL.COM,AVENIDA VISCONDE DE MAUA,42 99974887,Associação Privada,Ativas
1425507,ASSOCIACAO MARINGAENSE DE KART - AMK,CADASTRO@ESCRITORIOSAOPAULO.CNT.BR,RODOVIA PR 317,44 32263417,Associação Privada,Ativas
1425659,APROBEL - ASSOCIACAO DE PRODUTORES DE OVOS FERTEIS BELA VISTA,FISCAL@SIGHA.COM.BR,ESTRADA RURAL,45 99934582,Associação Privada,Ativas
1425662,ASSOCIACAO CONSERVADORA DE DIREITA TOLEDO PARANA,ASSOCIACAO.DIREITA.TOLEDO.PARANA@GMAIL.COM,RUA VILLA-LOBOS,45 99931275,Associação Privada,Ativas
1425671,ISASRC INSTITUTO SOLIDARIO DE AMIGOS SANTA RITA DE CASSIA,FEMOCLAM@HOTMAIL.COM,RUA CONSTANTINO JOSE DE ALMEIDA,41 98255203,Associação Privada,Ativas
1425699,ASSOCIACAO DOS PRODUTORES DE LEITE SANTA LUCIA,LEGALIZACAO1@GERENCIALCONTABIL.COM.BR,"ESTRADA LINHA SANTA LUCIA, LOTE  100 GLEBA 31 DV",46 99352291,Associação Privada,Ativas
1425731,ASSOCIACAO ARENA KJ,ADILSON4225@HOTMAIL.COM,RUA CICUTA,46 99181867,Associação Privada,Ativas
1425709,ASSOCIACAO DO CLUBE DE MAES UNIDOS EM CRISTO,CONTABILCOLINAVERDE@GMAIL.COM,RUA RUA OLIMPIO GOEDERT,46 35382578,Associação Privada,Ativas
1425770,INSTITUTO ASSISTENCIAL NATUROPATICO DA TRIPLICE FRONTEIRA,IAN.TRIPLICEFRONTEIRA@GMAIL.COM,RUA BELARMINO DE MENDONCA,45 99478475,Associação Privada,Ativas
1425771,ASSOCIACAO RECREATIVA A FAZENDINHA,ADEMIR@PIRAMIDECONTABILIDADE.COM.BR,AVENIDA RIO GRANDE DO SUL,45 32541802,Associação Privada,Ativas
1425896,INSTITUTO DE PESQUISA E DESENVOLVIMENTO DE DOIS VIZINHOS,LEGALIZACAO1@GERENCIALCONTABIL.COM.BR,AVENIDA PREFEITO DEDI BARICHELLO MONTAGNER,46 99321927,Associação Privada,Ativas
1425897,ASSOCIACAO DOS PRODUTORES RURAIS DO PIRACEMA,CLAUDIONALVORADA@HOTMAIL.COM,COMUNIDADE LINHA PIRACEMA,46 91119400,Associação Privada,Ativas
1425922,ASSOCIACAO DE PROTECAO DOS ANIMAIS DE IPORA,JCAXIADO69@GMAIL.COM,RUA CAMPOS SALES,44 97679970,Associação Privada,Ativas
1425964,INSTITUTO MUSEU BORBOLETARIO MARILENE DAIBERT DE ARAUJO,CONTATO@CONTABILIDADETHOM.COM.BR,"RUA ANDORINHAS,DAS",44 88297837,Associação Privada,Ativas
1425969,ENVIE ESCOLA MISSIONARIA,ENVIEESCOLAMISSIONARIA@GMAIL.COM,RUA PEDRO MASCARENHAS RIBAS,42 99537003,Associação Privada,Ativas
1426012,SUL BRASILEIRA BENEFICIOS E SOCORRO MUTUO,JULIOGUBERT2002@GMAIL.COM,RUA MIGUEL COUTO,42 98359021,Associação Privada,Ativas
1426026,ASSOCIACAO PORTO AMAZONENSE DE APICULTORES E MELIPONICULTORES,JOSUERIBAS26@GMAIL.COM,RUA EDUARDO DAMIAO PORTELA,42 99124216,Associação Privada,Ativas
1426238,ASSOCIACAO PANTERA DO VALE,,RUA PRUDENTE DE MORAIS,42 99900099,Associação Privada,Ativas
1426314,ESPORTE CLUBE PIAZADA SEM GRIFE,EC.PSG21@GMAIL.COM,RUA BRASILIA,45 99999999,Associação Privada,Ativas
1426211,IGREJA DA COMUNIDADE EVANGELICA AMOR E VIDA,LEONILDOS.CASADO@GMAIL.COM,RUA SONIR GONCALVES DA LUZ,41 96039332,Organização Religiosa,Ativas
1426352,ESSENCIAL ASSOCIACAO DE MUTUOS BENEFICIOS,ESSENCIALPROTECAO@OUTLOOK.COM,"RODOVIA PR-412 ENGENHEIRO DARCI GOMES DE MORAES, SALA  01",41 84172222,Associação Privada,Ativas
1426397,INSTITUTO DE APOIO A MUSEUS E PATRIMONIO,CONTATO@CONTABILIDADETHOM.COM.BR,"RUA ANDORINHAS,DAS",44 30251062,Associação Privada,Ativas
1426412,IGREJA EVANGELICA UNIDOS EM CRISTO CHURCH,CONTABIL@DUCCICONTABILIDADE.COM.BR,RUA DESEMBARGADOR CID CAMPELO,41 35240154,Organização Religiosa,Ativas
