id_osc,nome,email,endereco,telefone,natureza_juridica,situacao_cadastral
677817,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAPEJARA D'OESTE,APAEITAPEJARA1@HOTMAIL.COM,RUA ABILON DE SOUZA NAVES,46 35261386,Associação Privada,ATIVA
677827,ASSOCIACAO DAS EMPRESAS DO RAMO IMOBILIARIO DE UMUARAMA,escritorioouropreto@hotmail.com,"RUA RUI FERRAZ DE CARVALHO, SALA 1001",44 36226729,Associação Privada,ATIVA
677833,ASSOCIACAO DE MORADORES DO TROPICAL,cont.jcs@gmail.com,RUA JEQUITIBA,4503226222,Associação Privada,ATIVA
677837,ASSOCIACAO DOS FUNCIONARIOS MUN AFM DE MARMELEIRO PR,steiner@wmail.com.br,AVENIDA MACALI,4603525121,Associação Privada,ATIVA
677821,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS,t.rosa1949@hotmail.com,RUA GETULIO VARGAS,4403656118,Associação Privada,ATIVA
677813,INSTITUTO DE RECUPERACAO PEDAGOGICO-ENSINO ESPECIAL,IRP_ESPECIAL@YAHOO.COM.BR,RUA BRIGADEIRO FRANCO,41 32331442,Associação Privada,ATIVA
677832,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE,APAEIBEMA@GMAIL.COM,"RUA PATO BRANCO, TERREO",45 32381554,Associação Privada,ATIVA
677839,ASSOCIACAO CAMILOTTI & SOLASOL,contabilidade@camidoor.com.br,RUA ALTAMIR BONETTI,46 35207000,Associação Privada,INAPTA
677840,COMUNIDADE BATISTA BETEL DE FRANCISCO BELTRAO,faleconosco@combetel.com,"RUA VEREADOR ROMEU LAURO WERLANG,",46 5234028,Associação Privada,ATIVA
677814,MATER NATURA-INSTITUTO DE ESTUDOS AMBIENTAIS,HELENA@MATERNATURA.ORG.BR,"RUA EMILIANO PERNETA, SALA  122                 ANDAR 12                  COND  METROPOLITAN BUILDIN",41 30137185,Associação Privada,ATIVA
677818,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS S JOAO PR,noelyhartmann@hotmail.com,"RUA SAO FRANCISCO, CASA",046 5331594,Associação Privada,ATIVA
677841,CONSELHO COMUNITARIO DE PORECATU,NA,RUA HORACIO PAGANO,43036234339,Associação Privada,INAPTA
677826,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TUN DO OESTE,APAETUNEIRASDOOESTE@HOTMAIL.COM,RUA MARINGA,44 20204513,Associação Privada,ATIVA
677820,ASSOC DE PAIS E AMIG DOS EXCEPCIONAIS DE SANTA FE-APAE,APAE.FINANCEIRO10@GMAIL.COM,"RODOVIA PR 458 KM 18, CHAC NOVO AMANHECER",44 32471822,Associação Privada,ATIVA
677843,PROVINCIA SAO FRANCISCO DE ASSIS,BEBUFFON70@GMAIL.COM,RUA LODOVICO GERONAZZO,41 32569387,Organização Religiosa,ATIVA
677834,ASSOC DE PAIS E AMIGOS DOS EXCEP DE STA TEREZA DO OESTE,rh_escritoriodalcol@hotmail.com,RUA BUENOS AIRES,4503231113,Associação Privada,ATIVA
677844,ASSOCIACAO MENONITA DE ASSISTENCIA SOCIAL,amas@amasbrasil.org.br,RUA MONTE SIAO,41 33466730,Associação Privada,ATIVA
677845,ASSOCIACAO MENONITA DE ASSISTENCIA SOCIAL,AMAS@AMASBRASIL.ORG.BR,RUA CRISTIANO STROBEL,41 32842069,Associação Privada,ATIVA
677849,ASSOCIACAO MENONITA DE ASSISTENCIA SOCIAL,AMAS@AMASBRASIL.ORG.BR,"RUA FRANCISCO LICNERSKI, CONJ  MORUMBI 1",41 32842069,Associação Privada,ATIVA
677846,ASSOCIACAO MENONITA DE ASSISTENCIA SOCIAL,AMAS@AMASBRASIL.OR.BR,RUA LEONCIO CORREA,41 32842069,Associação Privada,ATIVA
677835,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAMPO BONITO,APAECAMPOBONITO@BOL.COM.BR,RUA RUI BARBOSA,45 32331292,Associação Privada,ATIVA
677807,ASSOCIACAO MISSIONARIA DE BENEFICENCIA DAS IRMAS SERVAS DO ESPIRITO SANTO,FINANCEIROSEDEAMB@GMAIL.COM,"RUA SANTOS DUMONT, SALA  2",42 32264091,Associação Privada,ATIVA
677847,ASSOCIACAO MENONITA DE ASSISTENCIA SOCIAL,AMAS@AMASBRASIL.ORG.BR,RUA NARCISO MENDES,41 32842069,Associação Privada,ATIVA
677842,ASSOCIACAO COMERCIAL E EMPRESARIAL DE MARINGA,contabilidade@acim.com.br,RUA BASILIO SAULTCHUK,0044 30259595,Associação Privada,ATIVA
677850,COLEGIO DIOCESANO LEAO XIII,MAILTO:DIRETORIA@LEAOXIII.COM.BR,"RUA JULIO DO ROSARIO PASSOS, CASA",41 34232172,Associação Privada,ATIVA
677852,IGREJA BATISTA NA VILA AMERICANA,nivaldothe@hotmail.com,"RUA RANCHO ALEGRE, CASA",41 30221442,Organização Religiosa,ATIVA
677851,CASA DA CRIANCA DE PARANAVAI,larescolapvai@yahoo.com.br,AVENIDA MARTIN LUTHER KING,44 34231431,Associação Privada,ATIVA
677838,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VERE,escritoriocontabilvere@gmail.com,RUA PIONEIRO ANTONIO FABIANE,046 5351429,Associação Privada,ATIVA
677853,LAS PALMAS GOLF & COUNTRY CLUB,probus@probuscontabilidade.com.br,"RODOVIA BR-376(CTBA-JVILLE), KM 24 E MEIO",4103035631,Associação Privada,ATIVA
677855,LAR MARIA TEREZA VIEIRA,andrei.contabilidade@gmail.com,RUA SANTA CLARA,043 3251917,Associação Privada,ATIVA
677856,ASSOCIACAO LONDRINENSE DE GINASTICA ARTISTICA,pratic.contabil@hotmail.com,RUA MONTE CASTELO,4303322872,Associação Privada,ATIVA
677854,INSTITUTO DE HABILITACAO ORIENTACAO EXCEPCIONAL PARANA,roseni@nccavichiolo.com.br,RUA JOSE SERRATO,41 32565760,Associação Privada,ATIVA
677836,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE NOVA PRATA DO IGUACU,scotti@npinet.com.br,RUA PEDRO GOMES DA SILVA,46 35451348,Associação Privada,ATIVA
677857,ASSOCIACAO CIVIL TOMMASO REGGIO DA CONGREGACAO  DAS IRMAS  DE SANTA MARTA,financeiro@escolasantamarta.com.br,RUA TRES PODERES,43 32581101,Associação Privada,ATIVA
677860,ASSOCIACAO EDUCACIONAL LECRISTO,lcarvalho@arcol.org,RUA BRASILIO CUMAN,041 2734746,Associação Privada,SUSPENSA
677859,ASSOCIACAO EDUCACIONAL LECRISTO,ATBRA70@LCRED.ORG,RUA BRASILIO CUMAN,11 37591200,Associação Privada,ATIVA
677863,PROTECAO AO MENOR CARENTE DE SARANDI,escritorioaraucaria.dp@outlook.com,RUA JACANA,4403035214,Associação Privada,ATIVA
677862,ASSOCIACAO RECREATIVA PRIMEIRO DE OUTUBRO,MCA@WNET.COM.BR,AVENIDA JOSE ALVES NENDO,44 32244032,Associação Privada,ATIVA
677861,ASSOC CHATEAUBRIANDENSE DE ESTUDANTES UNIVERSITARIOS,centrocon@hotmail.com,"AVENIDA TUPASSI, SALA  03",44 35282716,Associação Privada,ATIVA
677864,ASSOCIACAO DAS IRMAS FRANCISCANAS DO CORACAO DE JESUS,mendesbeth25@hotmail.com,RUA DES ANTONIO DE PAULA,4103286425,Associação Privada,ATIVA
677868,ASSOCIACAO COMERCIAL E EMPRESARIAL DE JAGUAPITA,ACEJAGUAPITA@HOTMAIL.COM,AVENIDA BANDEIRANTES,43 32722941,Associação Privada,ATIVA
677865,ASSOCIACAO DAS IRMAS FRANCISCANAS DO CORACAO DE JESUS,irklaus@hotmail.com,RUA NEMESIO JACOB,4308841855,Associação Privada,ATIVA
677866,LAR DA DIVINA PROVIDENCIA DE GUARACI,lexcon@globo.com,"RUA ANTONIO  FERREIRA  SOBRINHO, SEDE",4303260114,Associação Privada,ATIVA
677869,IGREJA MISSIONARIA DE ASTORGA,recorde@visaonet.com.br,AVENIDA CAETANO MUNHOZ DA ROCHA,4403234353,Organização Religiosa,ATIVA
677870,CENTRO DE TRADICOES GAUCHAS HERDEIROS DA TRAD ARAPONGAS,wprconta@hotmail.com,"RUA CONDOR, FUNDOS",4303275293,Associação Privada,ATIVA
677872,CONGREGACAO DAS IRMAS MISSIONARIAS DO SANTO NOME DE MARIA,teresa@pbmm.com.br,"RUA DISTRITO FEDERAL, LOTE  63-A1",44 30288320,Organização Religiosa,ATIVA
677874,CONGREGACAO CRISTA NO BRASIL,isaquelourenco@gmail.com,RUA GOV BENTO MUNHOZ R NETO,4403252425,Organização Religiosa,ATIVA
677871,CONGREGACAO DAS IRMAS MISSIONARIAS DO SANTO NOME DE MARIA,teresa@pbmm.com.br,PRAÇA EMILIANO PERNETA,44 32273320,Organização Religiosa,ATIVA
677876,CENTRO EDUCACIONAL SAO VICENTE DE PAULO DE PARANAGUA,marcelobispo@onda.com.br,RUA ARLINDO PIOVESAN VIDAL,41 34236462,Associação Privada,ATIVA
677858,ASSOCIACAO COMUNIDADE VIDA NOVA,VIDANOVACSSR@GMAIL.COM,"RUA DESEMBARGADOR OTAVIO DO AMARAL, CASA",41 33358991,Associação Privada,ATIVA
677877,ASILO SAO VICENTE DE PAULO,ASILOSAOVICENTE.DEPAULO@YAHOO.COM.BR,RUA JULIA DA COSTA,41 34233539,Associação Privada,ATIVA
677878,CENTRO DE ESTUDOS ESPIRITAS DR. LEOCADIO JOSE CORREIA,angelita@mayorcontabilidade.com.br,RUA JOSE GOMES,4103501319,Associação Privada,ATIVA
677778,SANTA CASA DE MISERICORDIA DE RIBEIRAO CLARO,SANTACASA.RIBCLARO@UOL.COM.BR,RUA ZACHARIAS BOUEIRI,43 35361120,Associação Privada,ATIVA
677875,ASSOC ATLETICA B BRASIL,escripa@escripr.com.br,RUA LORD LOUVAT,4403252505,Associação Privada,ATIVA
677880,ASSOC DOS SERVIDORES DA DELEG REG DO TRAB DO EST DO PR,rh@contabilidadejm.com.br,RUA JOSE LOUREIRO,41 39017541,Associação Privada,ATIVA
677809,ASSOCIACAO MISSIONARIA DE BENEFICENCIA DAS IRMAS SERVAS DO ESPIRITO SANTO,rh@maternidademedianeira.com.br,AVENIDA BRASIL,4503264116,Associação Privada,ATIVA
677881,LAR SAO VICENTE DE PAULO DE PIRAI DO SUL,jean@gruposguario.com.br,RUA FREDERICO OZANAN,42 32371568,Associação Privada,ATIVA
677786,ASSOCIACAO BENEFICENTE SAO RAFAEL,escritorio.novaera@hotmail.com,RUA SANTOS DUMONT,4303151114,Associação Privada,ATIVA
677873,CENTRO PORTUGUES DE MARINGA,centroportugues@bol.com.br,RUA LUIZ DE CAMOES,4403224527,Associação Privada,ATIVA
677885,SOC ESPIRITA FRANCISCO DE ASSIS AMPARO AOS NECESSITADOS,sefan@interponta.com.br,RUA SANTOS DUMONT,4203222427,Organização Religiosa,ATIVA
677867,ASSOC DE PAIS E AMIGOS DE EXCEPCIONAIS APAE JAGUAPITA,apaejaguapitasec@yahoo.com,"RUA APUCARANA, DATA 03 - LOTE 68",043 2721344,Associação Privada,ATIVA
677883,"ASSOCIACAO DE PROTECAO A MATERNIDADE, INFANCIA E FAMILIA JOAO E MARIA",ultracontabil@gmail.com,RUA SETE DE SETEMBRO,42 30255880,Associação Privada,ATIVA
677815,HOSPITAL DE CARIDADE SAO FRANCISCO DE ASSIS,hcsfa@terra.com.br,RUA HORTENCIO DE MELLO,4203463121,Associação Privada,ATIVA
677886,SOC ESPIRITA FRANCISCO DE ASSIS AMPARO AOS NECESSITADOS,sefan@interponta.com.br,RUA SIQUEIRA CAMPOS,42 32224270,Organização Religiosa,ATIVA
677884,ASSOC DE PROTECAO A MATERNIDADE E INFANCIA DE P G,rh_contare@convoy.com.br,"RUA PAULA XAVIER, CASA",4203220399,Associação Privada,ATIVA
677887,IGREJA CASA DE ORACAO PARA TODOS OS POVOS - MINISTERIO SAGRADAS MISSOES,DIRETORIA@CONTROLLMEPRESARIAL.COM.BR,RUA CARAIBAS,43 33476614,Associação Privada,ATIVA
677894,CENTRO COMUNITARIO E SOCIAL DORCAS DA COM LUTER C RED,orcacontabilidade@uol.com.br,RUA LUIZ ANTONIO BASSO,45 30547007,Associação Privada,ATIVA
677879,CASA ESPIRITA PAZ E LUZ,suporte@escritural.com.br,RUA MESTRE LEOPOLDINO,41 34227038,Associação Privada,ATIVA
677888,IGREJA BATISTA INDEPENDENTE DE CURITIBA,jesusismyair@yahoo.com.br,RUA GUARARAPES,4103345553,Organização Religiosa,ATIVA
677896,COMUNIDADE EVANGELICA DE CONFISSAO LUTERANA DE TOLEDO,clientes@padraocontabilidade.com,RUA INDEPENDENCIA,45 32521333,Organização Religiosa,ATIVA
677890,ASSOCIACAO BENEFICIENTE SAO ROQUE,FINANCEIRO@ASSOCIACAOSAOROQUE.ORG.BR,RUA NICARAGUA,41 31556475,Associação Privada,ATIVA
677895,ACAMPAMENTO IFTA EL,SECRETARIAIELT@HOTMAIL.COM,ESTRADA RURAL,45 30554805,Associação Privada,ATIVA
677892,ASSOCIACAO IND E COM DE QUATRO BARRAS E CAMPINA GDE SUL,ASSOCIQBECGS@ONDA.COM.BR,RUA MARCOS NICOLAU STRAPASSONI,41 36721041,Associação Privada,ATIVA
677889,ASSOCIACAO PROTECAO DEFICIENTE FISICO MENTAL TIA MARIA,acecon.escritorio@hotmail.com,RUA SERAFIM LUCCA,4103372789,Associação Privada,ATIVA
677897,ASSOCIACAO COMERCIAL E INDUSTRIAL DE TERRA BOA,ocbrasil602@hotmail.com,RUA PRESIDENTE KENNEDY,44 36411389,Associação Privada,ATIVA
677898,ASSOCIACAO ASSISTENCIAL E PROMOCIONAL RAINHA DA PAZ,alvoradarh@hotmail.com,PRACA OSVALDO CRUZ,4403629153,Associação Privada,ATIVA
677900,ASSOCIACAO DE PROT A MATER E A INF DE ROLANDIA,dalatore@uol.com.br,RUA WILLIE DAVIDS,4303256137,Associação Privada,ATIVA
677899,SOCIEDADE ESCOLA ROLAND,rolandia@onda.com.br,AVENIDA PRESIDENTE BERNARDES,4303256213,Associação Privada,ATIVA
677893,FUNDACAO INSTITUTO TECNOLOGICO INDUSTRIAL,maria_fundacen@hotmail.com,RUA LUIZ FRANCESCHI,4103614820,Fundação Privada,INAPTA
677882,ASSOCIACAO DE PESQUISA E TRATAMENTO DO ALCOOLISMO,ipta@ipta.com.br,RUA JULIO BUGNHAKI,4103292307,Associação Privada,ATIVA
677901,IGREJA PRESBITERIANA DE ROLANDIA,argos@rolandia.com.br,RUA MONTEIRO LOBATO,4303256421,Organização Religiosa,ATIVA
677906,COUNTRY CLUBE DE APUCARANA,esc.sucesso@escritoriosucesso.com.br,RUA NACOES UNIDAS,4303423737,Associação Privada,ATIVA
677907,CENTRO DE EDUCACAO INFANTIL CASA DA CRIANCA DE ROLANDIA,CASADACRIANCAROLANDIA@GMAIL.COM,RUA SAGUARAGI,43 30153576,Associação Privada,ATIVA
677903,COMUNIDADE EVANGELICA DE LIBERTACAO,rd.contabil@hotmail.com,RUA CELSO DALAZUANA SAMPAIO,4303337758,Associação Privada,ATIVA
677908,SOCIEDADE ESPIRITA RENOVACAO,rosane.contab@brturbo.com.br,NA A1 PRESIDENTE TAUNAY,4103336145,Associação Privada,ATIVA
677904,PATRONATO SANTO ANTONIO,patronato@uol.com.br,RUA BENJAMIM CLAUDINO BARBOSA,41 32821034,Associação Privada,ATIVA
677910,IGREJA PRESBITERIANA INDEPENDENTE BATEL,alceualvessalgado@gmail.com,AVENIDA THIAGO PEIXOTO,4103432379,Organização Religiosa,ATIVA
677913,COUNTRY CLUB DE MARINGA,countryclubmga@wnet.com.br,RUA NILO PECANHA,4403224227,Associação Privada,ATIVA
677912,ASSOCIACAO ESPIRITA DE MARINGA - AMEM,AMEM@AMEMMARINGA.ORG.BR,AVENIDA PAISSANDU,44 32274281,Associação Privada,ATIVA
677911,LAR BETANIA DE MARINGA,tesouraria@igrejamissionaria.org.br,"AVENIDA GUEDNER, 451",4430263444,Associação Privada,Não informado
677918,ASSOCIACAO ACAO COMUNITARIA SANTANA,adsimar@hotmail.com,RUA PANTALEAO,43 35481317,Associação Privada,ATIVA
677914,ASSOCIACAO CIVIL CARMELITAS DA CARIDADE,varlete@realprado.com.br,PRACA 07 DE SETEMBRO,44 33441671,Associação Privada,ATIVA
677925,FEDERACAO DAS CONGR.MARIANAS DA DIOCESE DE TOLEDO,contabilapolo@uol.com.br,NA LOC  LARGO SAO FRANCISCO,4403528430,Associação Privada,ATIVA
677922,CLUBE OLIMPICO DE PARANAGUA,ajschneider@brturbo.com.br,RUA VISCONDE DE NACAR,4103423314,Associação Privada,ATIVA
677916,LAR PARA IDOSO PAULO IZAC,contalex-ltda@uol.com.br,RUA DA PAZ,43 35261263,Associação Privada,ATIVA
677924,COMUNIDADE MAE DO BOM CONSELHO,NA,RUA TOBIAS PAULINO DE FREITAS,42 99813054,Associação Privada,ATIVA
677915,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,dely.edy@hotmail.com,RUA SETE DE SETEMBRO,43 36221264,Associação Privada,ATIVA
677920,ASSOCIACAO ATLETICA BANCO DO BRASIL,PARANAGUA@AABB.COM.BR,AVENIDA GABRIEL DE LARA,41 34234374,Associação Privada,ATIVA
677927,"CENTRO DE APOIO, REABILITACAO E TERAPIA AO DEPENDENTE QUIMICO - CARTA",cartapalotina@hotmail.com,"RUA 21 DE ABRIL, TERREO",44 36496155,Associação Privada,ATIVA
677917,SOCIEDADE RURAL REGIONAL DE IBAITI,contato@demaccontabilidade.com.br,AVENIDA PLINIO ANCIUTTY PESSOA,4303546299,Associação Privada,ATIVA
677930,IGREJA EVANGELICA BETANIA,neuso.int@hotmail.com,RUA 12 DE DEZEMBRO,4403659325,Associação Privada,ATIVA
677926,ASSOCIACAO BENEFICENTE LAR DA FRATERNIDADE,COFRE.XML@ESCRITORIOHS.COM,RUA 21 DE ABRIL,44 36495705,Associação Privada,ATIVA
677919,ASSOCIACAO COMERCIAL INDUSTRIAL E AGRICOLA DE PARANAGUA,aciap@lol.com.br,RUA RODRIGUES ALVES,4103902100,Associação Privada,ATIVA
677929,SOCIEDADE RURAL DE PEROLA,regente_escritorio@hotmail.com,"ESTRADA PERIMETRAL,, KM    01",44 36361234,Associação Privada,ATIVA
677933,ASSOCIACAO DOS PROFESSORES JANDAIENSES,esc.olivato@gmail.com,AVENIDA ANUNCIATO SONNI,43 34321166,Associação Privada,ATIVA
677937,CENTRO DE PROMOCAO HUMANA DE SANTA FE CPHSF,escopa01@hotmail.com,"AVENIDA AZALEIA, TERREO",44 32471108,Associação Privada,ATIVA
677934,LOJA MACONICA CIENCIA E TRABALHO,modelocontato@hotmail.com,RUA MANOEL C BERNARDINO,4303255104,Associação Privada,ATIVA
677936,CLUBE CONCORDIA,dalatore@uol.com.br,RUA CIRO BOLIVAR DE ARAUJO MOREIRA,43 32561559,Associação Privada,ATIVA
677909,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ANTONINA,escoferpessoal@lol.com.br,"RUA IZARI CARLOS DA SILVA, SEDE",41 34321094,Associação Privada,ATIVA
677935,IGREJA PRESBITERIANA INDEPENDENTE DE ROLANDIA,CANAA@CANAACONSULTORIA.COM.BR,RUA HUGO MARIA DO VALLE,43 30153700,Organização Religiosa,ATIVA
677939,CENTRO DE PROMOCAO HUMANA DE SANTA FE CPHSF,Escopa.arroba.Sercontel.com.br,"RUA SAO GERALDO, LOTE-14-E-1",044 2471238,Associação Privada,ATIVA
677938,CENTRO DE PROMOCAO HUMANA DE SANTA FE CPHSF,ESCOPA01@HOTMAIL.COM,RUA APUCARANA,44 32473301,Associação Privada,ATIVA
677923,INSTITUTO EDUCACIONAL DUQUE DE CAXIAS,IEDCADM@HOTMAIL.COM,RUA ANTONIO FREDERICO OZANAN,42 32246610,Associação Privada,ATIVA
677940,ROLANDIA COUNTRY CLUB,rolandia.countryclub@hotmail.com,RUA ESTILAC LEAL,4303256112,Associação Privada,ATIVA
677941,LIONS CLUBE DE ROLANDIA,modelocontato@hotmail.com,AVENIDA BRASILIA,4303255104,Associação Privada,ATIVA
677931,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE FLORAI,escritorioivai@uol.com.br,RUA TRAVESSA 31 DE MARCO,44 32421282,Associação Privada,ATIVA
677932,ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BORRAZOPOLIS,EBORRAZOPOLIS@BOL.COM.BR,RUA SAO PAULO,43 34521366,Associação Privada,ATIVA
677928,FUNDACAO ITAIPU BR DE PREVIDENCIA E ASSISTENCIA SOCIAL,FIBRA@FUNDACAOITAIPU.COM.BR,AVENIDA GRAMADO,45 31324035,Fundação Privada,ATIVA
677946,ASSOCIACAO CULTURAL E SOCIAL ANJOS CUSTODIOS,colegio@colegioanoscustodios.com.br,PRACA MADRE RAFAELA YBARRA,4403015240,Associação Privada,ATIVA
677942,ASSOCIACAO FUKUOKA INSTITUTO,IMOTO@BIGHOST.COM.BR,"RUA TENENTE SANDRO LUIZ KAMPA, QUADRA14                  LOTE  12",41 32241624,Associação Privada,ATIVA
677953,CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE MANDIRITUBA,folha@amscontab.com.br,AVENIDA BRASIL,4103626139,Associação Privada,ATIVA
677945,INSTITUTO LAR SAMUEL,casalarsamuel@hotmail.com,AVENIDA DDAS PALMEIRAS,4303015423,Associação Privada,ATIVA
677947,COMUNIDADE EVANGELICA LUTERANA SANTISSIMA TRINDADE,app.cont@gmail.com,RODOVIA BR 373 KM93,4203446175,Associação Privada,ATIVA
677948,PAROQUIA SANT' ANA DE PONTA GROSSA - PARANA,CATEDRALSANTANA23@GMAIL.COM,RUA SANT ANA,42 32240143,Organização Religiosa,ATIVA
677944,FUNDACAO DE ESTUDOS DAS DOENCAS DO FIGADO - KOUTOULAS -RIBEIRO,CONTABILIDADE@FUNEF.COM.BR,RUA SCHIRLEI SOLANGE MANTOVANI,41 31113126,Fundação Privada,ATIVA
677951,CENTRO DE TREINAMENTO DE ADOLESCENTES DOM JOAO BOSCO,ademircontabil@bol.com.br,"RUA BONIFACIO DOMINGUES, SALA",4203457219,Associação Privada,ATIVA
677949,COMITE SOCIAL DE AJUDAS DO FUNDO AGRARIO UUARC INC,pratescontabilidade@bol.com.br,RUA RUI BARBOSA,4203446158,Associação Privada,ATIVA
677954,ASSOCIACAO DE MORADORES DO CONJ RESID MORADIAS ATENAS 1,CONTABILIDADE@RHEDECONT.COM.BR,RUA IGNES COLLE MUNHOZ,41 32851411,Associação Privada,ATIVA
677955,MANSAO BEZERRA DE MENEZES,contabilidade@prochalski.com.br,RUA DR JOAO CECY FILHO,4203025257,Associação Privada,ATIVA
677950,ASSOCIACAO DOS DEFICIENTES FISICOS DE PONTA GROSSA,dajacon@uol.com.br,RUA ANTENOR LOURENCO DE OLIVEIRA,42 32235787,Associação Privada,ATIVA
677952,LAR DOS VELHINHOS DE RIO AZUL,LAR.COLABORADORES@GMAIL.COM,RUA CAMPOLIM JOSE RIBEIRO,42 91175667,Associação Privada,ATIVA
677921,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PARANAGUA,APAEPGUA@GMAIL.COM,RUA BENTO DE OLIVEIRA ROCHA,41 34231032,Associação Privada,ATIVA
677956,ASSOC DE PROT A MATER E A INFANCIA DE S J PATROCINIO,planetacontabilsjp@hotmail.com,RUA PEDRO TONIATO,44 36241217,Associação Privada,ATIVA
677957,OBRAS SOCIAIS NOSSA SENHORA APARECIDA,CONTABILFIEL@GLOBO.COM,RUA JOAO DE BARRO,43 32351435,Associação Privada,ATIVA
677959,CLUBE RIONEGRENSE,sercofu@hotmail.com,RUA 7 DE SETEMBRO,4103642179,Associação Privada,ATIVA
677961,ASSOCIACAO DOS ARTESAOS E PRODUTORES RURAIS DE MARIPA,servicenter@maripanet.com.br,RUA RAMIRO BARCELOS,44 36871132,Associação Privada,ATIVA
677964,O CLUBE DO VOVO DE TUPASSI,OCLUBEDOVOVODETUPASSI@GMAIL.COM,AVENIDA LAMBARI,44 99990452,Associação Privada,ATIVA
677966,PRIMEIRA IGREJA CRISTIANISMO DECIDIDO EM MARINGA - PR,CONTATO@IGREJAEVANGELHODECIDIDO.COM.BR,RUA PIONEIRO DOMINGOS SALGUEIRO,44 88607140,Organização Religiosa,ATIVA
677969,"COLEGIO NOSSA SENHORA DAS GRACAS - EDUCACAO INFANTIL, ENSINO FUNDAMENTAL E MEDIO",CNSGCAMBARA@BOL.COM.BR,RUA SAGRADO CORACAO DO VERBO ENCARNADO,43 35322118,Associação Privada,ATIVA
677965,ASSOCIACAO DE AMIGOS DE DEFICIENTES AUDIO VISUAIS DE ASSIS CHATEAUBRIAND,ADAV_RAIODESOL@HOTMAIL.COM,AVENIDA CURITIBA,44 35285308,Associação Privada,ATIVA
677967,ASSOCIACAO DE LOJISTAS DO AVENIDA CENTER MARINGA,COAPLAN@BS2.COM.BR,"AVENIDA ADVOGADO HORACIO RACCANELLO FILHO, ANDAR 1                   SALA  02",44 30337000,Associação Privada,ATIVA
677971,ASSOCIACAO COMERCIAL E INDUSTRIAL DE ARARUNA,ACIARARUNA102@GMAIL.COM,"AVENIDA 29 DE NOVEMBRO, SALA  03",44 35621418,Associação Privada,ATIVA
677978,GRUPO DA FRATERNIDADE ESPIRITA IRMAO BEZERRA DE MENEZES,rosinicco@hotmail.com,RUA ALAGOAS,4103345261,Associação Privada,ATIVA
677981,CONGREGACAO DAS IRMAS SERVAS DE N S DA ANUNCIACAO,ilgascherer@yahoo.com.br,RUA NILO PECANHA,4203224092,Associação Privada,ATIVA
677972,MOVIMENTO TRADICIONALISTA GAUCHO DO PARANA,SIDNEY.EXITUS@GMAIL.COM,RUA MARIO RIBEIRO BORGES,44 36751083,Associação Privada,ATIVA
677980,CONGREGACAO DAS IRMAS SERVAS DE N S DA ANUNCIACAO,ANUNCIACAO@BR10.COM.BR,"ESTRADA JOAO HENRIQUE VAN WILPE, CXPST 64",42 32383862,Associação Privada,ATIVA
677977,ASSOCIACAO BENEFICIENTE CULTURAL E ASSIST SAO LEOPOLDO,ATENDIMENTO@ORCONTEC.COM.BR,RUA WILLIBALDO KAYSER,41 32523232,Associação Privada,ATIVA
677968,ASSOCIACAO DOS EMPREGADOS DA SANEPAR DE CAMPO MOURAO,helmar.cont@uol.com.br,RUA FORMOSA,4403599413,Associação Privada,ATIVA
677891,ASSOCIACAO BENEFICIENTE SAO ROQUE,CONTATO@ASSOCIACAOSAOROQUE.ORG.BR,RUA DAS HORTENSIAS,41 33621249,Associação Privada,ATIVA
677982,ACESA ASSOCIACAO DE CEGOS DE SARANDI,acesa.sdi@hotmail.com,RUA GUIAPO,4403264481,Associação Privada,ATIVA
677962,ASSOCIACAO COM E INDUSTRIAL DE OURO VERDE DO OESTE,ACIOV_ACIOV@HOTMAIL.COM,RUA CURITIBA,45 99226611,Associação Privada,ATIVA
677983,ASSOCIACAO COMERCIAL E INDUSTRIAL DE CAMPO MOURAO,ACICAM@ACICAM.COM.BR,"AVENIDA IRMAOS PEREIRA, SHOPPING CIDADE",44 35188000,Associação Privada,ATIVA
677984,ASSOCIACAO ATLETICA BANCO DO BRASIL DE JAPURA PARANA,escritoriojapura@uol.com.br,"RODOVIA PR 467 - KM 01, LOTE 166-A-1",4403635141,Associação Privada,ATIVA
677985,FUNDACAO CULTURAL NOSSA SENHORA DE LOURDES DE MARINGA,SUPERINTENDENCIA@EVANGELIZAREPRECISO.COM.BR,AVENIDA DOM MANOEL DA SILVEIRA D'ELBOUX,44 32250574,Fundação Privada,ATIVA
